frame_idx,ms,Pelvis_x,Pelvis_y,Pelvis_z,L5_x,L5_y,L5_z,L3_x,L3_y,L3_z,T12_x,T12_y,T12_z,T8_x,T8_y,T8_z,Neck_x,Neck_y,Neck_z,Head_x,Head_y,Head_z,RightShoulder_x,RightShoulder_y,RightShoulder_z,RightUpperArm_x,RightUpperArm_y,RightUpperArm_z,RightForeArm_x,RightForeArm_y,RightForeArm_z,RightHand_x,RightHand_y,RightHand_z,LeftShoulder_x,LeftShoulder_y,LeftShoulder_z,LeftUpperArm_x,LeftUpperArm_y,LeftUpperArm_z,LeftForeArm_x,LeftForeArm_y,LeftForeArm_z,LeftHand_x,LeftHand_y,LeftHand_z,RightUpperLeg_x,RightUpperLeg_y,RightUpperLeg_z,RightLowerLeg_x,RightLowerLeg_y,RightLowerLeg_z,RightFoot_x,RightFoot_y,RightFoot_z,RightToe_x,RightToe_y,RightToe_z,LeftUpperLeg_x,LeftUpperLeg_y,LeftUpperLeg_z,LeftLowerLeg_x,LeftLowerLeg_y,LeftLowerLeg_z,LeftFoot_x,LeftFoot_y,LeftFoot_z,LeftToe_x,LeftToe_y,LeftToe_z
2945,1575718896155,0.060161,0.097789,0.931263,0.060056,0.097478,1.031875,0.067961,0.096966,1.142841,0.0633,0.094406,1.244263,0.056944,0.091121,1.345458,0.060502,0.087666,1.486328,0.096565,0.091861,1.584239,0.062952,0.059748,1.423883,0.106111,-0.071688,1.432852,0.36383,-0.141025,1.551246,0.540455,0.015558,1.506594,0.055127,0.118842,1.425529,0.048322,0.256025,1.444321,0.274324,0.417623,1.534081,0.481653,0.314982,1.46936,0.071162,0.016502,0.930917,0.047328,0.005463,0.503599,0.024818,-0.005635,0.086291,0.18009,0.017525,0.021313,0.049159,0.179074,0.931366,0.025312,0.166251,0.504101,0.00925,0.154807,0.086508,0.161549,0.178441,0.015655
2946,1575718896160,0.060524,0.097871,0.931225,0.060419,0.097549,1.031837,0.068281,0.097036,1.142806,0.063564,0.094474,1.244226,0.057135,0.09119,1.345417,0.060572,0.087742,1.486289,0.096572,0.091962,1.584223,0.06309,0.059823,1.423836,0.105934,-0.07171,1.432915,0.362937,-0.141687,1.552491,0.539811,0.014849,1.508673,0.055254,0.118916,1.425472,0.048131,0.256021,1.444729,0.273664,0.41771,1.535507,0.481268,0.315214,1.471442,0.071551,0.016588,0.930871,0.047517,0.005527,0.503565,0.024827,-0.005632,0.086269,0.180092,0.017531,0.021277,0.049496,0.179153,0.931338,0.025464,0.166335,0.504083,0.009249,0.154827,0.086497,0.16155,0.178439,0.015642
2947,1575718896164,0.060885,0.097951,0.931188,0.06078,0.097617,1.0318,0.068601,0.097103,1.142772,0.063832,0.094542,1.244189,0.057334,0.091262,1.345375,0.060658,0.087825,1.486251,0.096595,0.092072,1.584206,0.06324,0.059903,1.423789,0.105756,-0.071729,1.432978,0.36203,-0.14236,1.553739,0.539144,0.014134,1.510755,0.055391,0.118994,1.425414,0.047933,0.256017,1.445146,0.272989,0.417799,1.536945,0.480869,0.315461,1.473528,0.071936,0.01667,0.930825,0.047702,0.005591,0.503532,0.024836,-0.00563,0.086247,0.180094,0.017536,0.02124,0.049833,0.179229,0.931309,0.025618,0.16642,0.504065,0.009248,0.154848,0.086487,0.161552,0.178437,0.01563
2948,1575718896168,0.061243,0.098028,0.931152,0.06114,0.097684,1.031764,0.068925,0.097171,1.142739,0.064106,0.094611,1.244153,0.057544,0.091337,1.345336,0.060762,0.087916,1.486214,0.096639,0.092193,1.58419,0.063405,0.059989,1.423745,0.10558,-0.071747,1.433044,0.361108,-0.14304,1.554995,0.538457,0.013414,1.512841,0.055542,0.119078,1.425359,0.047728,0.256013,1.445571,0.272296,0.417889,1.538399,0.480451,0.315718,1.47562,0.072315,0.016749,0.930781,0.04788,0.005653,0.5035,0.024846,-0.005627,0.086226,0.180097,0.017541,0.021204,0.050169,0.179304,0.931282,0.025771,0.166504,0.504047,0.009247,0.15487,0.086478,0.161554,0.178435,0.015619
2949,1575718896172,0.061597,0.098103,0.931118,0.0615,0.097751,1.03173,0.069253,0.09724,1.142707,0.064391,0.094684,1.24412,0.057769,0.091418,1.345298,0.060888,0.088014,1.486179,0.096708,0.092323,1.584175,0.063588,0.06008,1.423706,0.105406,-0.071762,1.433113,0.360172,-0.143724,1.556265,0.53775,0.012689,1.514933,0.05571,0.119167,1.425306,0.047515,0.25601,1.446002,0.271581,0.417979,1.539872,0.48001,0.315983,1.477722,0.072686,0.016827,0.93074,0.04805,0.005712,0.503471,0.024855,-0.005625,0.086207,0.1801,0.017546,0.021171,0.050504,0.179377,0.931257,0.02592,0.166588,0.504033,0.009248,0.154891,0.086471,0.161556,0.178433,0.015609
2950,1575718896176,0.061944,0.098178,0.931088,0.06186,0.097818,1.0317,0.069589,0.09731,1.142679,0.064688,0.09476,1.24409,0.058013,0.091503,1.345265,0.06104,0.088121,1.486148,0.096806,0.092462,1.584162,0.063792,0.060178,1.423673,0.105238,-0.071774,1.433189,0.35922,-0.14441,1.557554,0.537026,0.011958,1.517033,0.055898,0.119262,1.42526,0.047293,0.256007,1.446439,0.270842,0.41807,1.54137,0.479541,0.316253,1.479837,0.073048,0.016904,0.930702,0.04821,0.005767,0.503445,0.024864,-0.005622,0.086192,0.180102,0.017549,0.02114,0.050837,0.17945,0.931235,0.026061,0.166671,0.504022,0.009249,0.154911,0.086467,0.161557,0.178431,0.015601
2951,1575718896180,0.062283,0.098254,0.931063,0.062222,0.097886,1.031675,0.069934,0.097385,1.142655,0.065002,0.094841,1.244064,0.058279,0.091596,1.345237,0.061222,0.088238,1.486122,0.096939,0.092611,1.584152,0.06402,0.060284,1.423648,0.105075,-0.071781,1.433272,0.358253,-0.145095,1.558868,0.536284,0.011223,1.519142,0.056109,0.119366,1.425221,0.047062,0.256005,1.44688,0.270074,0.418161,1.542897,0.47904,0.316526,1.481966,0.073397,0.01698,0.930669,0.048359,0.005818,0.503425,0.024873,-0.005617,0.086181,0.180105,0.017553,0.021114,0.051166,0.179524,0.931217,0.026191,0.166752,0.504016,0.009251,0.154931,0.086468,0.161559,0.178429,0.015595
2952,1575718896185,0.062613,0.09833,0.931044,0.062586,0.097958,1.031655,0.070291,0.097464,1.142636,0.065335,0.094929,1.244044,0.058571,0.091696,1.345215,0.061437,0.088364,1.486102,0.09711,0.092769,1.584147,0.064276,0.060398,1.423633,0.10492,-0.071784,1.433366,0.35727,-0.145775,1.560213,0.535528,0.010482,1.521262,0.056345,0.119477,1.425191,0.046821,0.256004,1.447325,0.269274,0.418253,1.544457,0.478501,0.316799,1.484114,0.073733,0.017058,0.930642,0.048495,0.005864,0.503411,0.024882,-0.005611,0.086175,0.180108,0.017557,0.021093,0.05149,0.1796,0.931206,0.026306,0.166833,0.504017,0.009255,0.154949,0.086475,0.16156,0.178427,0.015593
2953,1575718896189,0.062933,0.098408,0.931032,0.062953,0.098034,1.031643,0.070662,0.097548,1.142623,0.065691,0.095024,1.244031,0.058891,0.091805,1.345199,0.061689,0.0885,1.486089,0.097323,0.092936,1.584147,0.064561,0.060521,1.423629,0.104775,-0.07178,1.433472,0.35627,-0.146447,1.561595,0.534758,0.009736,1.523394,0.056611,0.119598,1.425172,0.046569,0.256004,1.447772,0.268441,0.418344,1.546053,0.47792,0.317069,1.486282,0.074054,0.017136,0.930623,0.048617,0.005903,0.503404,0.02489,-0.005603,0.086176,0.18011,0.01756,0.021079,0.05181,0.179679,0.9312,0.026404,0.166912,0.504025,0.00926,0.154964,0.086488,0.161561,0.178426,0.015595
2954,1575718896193,0.063241,0.098487,0.931026,0.06332,0.098114,1.031637,0.071045,0.097639,1.142616,0.066068,0.095126,1.244024,0.059243,0.091923,1.345191,0.061983,0.088647,1.486083,0.097585,0.093112,1.584151,0.064879,0.060654,1.423636,0.104641,-0.071772,1.433593,0.355252,-0.147115,1.563025,0.533968,0.008986,1.525533,0.056908,0.119728,1.425164,0.046301,0.256004,1.448231,0.267569,0.418434,1.547699,0.477289,0.317341,1.488458,0.074355,0.017214,0.930611,0.048725,0.005937,0.503405,0.024897,-0.005593,0.086183,0.180113,0.017564,0.021072,0.052124,0.179758,0.9312,0.026484,0.16699,0.504039,0.009267,0.154978,0.086507,0.161562,0.178424,0.0156
2955,1575718896197,0.063535,0.098564,0.931024,0.063686,0.098194,1.031635,0.071437,0.097733,1.142612,0.066464,0.095235,1.244021,0.059623,0.092048,1.345188,0.062318,0.088805,1.486081,0.097893,0.093297,1.584158,0.065225,0.060795,1.423651,0.104517,-0.07176,1.433729,0.354216,-0.147781,1.564506,0.533154,0.00823,1.527674,0.057235,0.119866,1.425163,0.046014,0.256004,1.448711,0.26666,0.418523,1.549395,0.476611,0.31762,1.49063,0.074637,0.017289,0.930605,0.048818,0.005967,0.503411,0.024904,-0.005581,0.086194,0.180115,0.017566,0.02107,0.052432,0.179837,0.931204,0.026553,0.167065,0.504057,0.009275,0.154991,0.086529,0.161561,0.178423,0.015607
2956,1575718896201,0.06382,0.098641,0.931028,0.064049,0.098276,1.031638,0.071837,0.09783,1.142613,0.066877,0.095348,1.244022,0.060028,0.092181,1.345189,0.062689,0.088972,1.486084,0.098243,0.093491,1.584168,0.065597,0.060944,1.423673,0.104403,-0.071745,1.433878,0.353162,-0.148448,1.566027,0.532317,0.007469,1.529818,0.057587,0.120012,1.42517,0.045713,0.256004,1.449205,0.265717,0.418611,1.551134,0.475891,0.317905,1.492803,0.074903,0.017363,0.930604,0.0489,0.005994,0.503422,0.024909,-0.005567,0.086209,0.180118,0.017569,0.021074,0.052735,0.179916,0.93121,0.026611,0.16714,0.504078,0.009284,0.155002,0.086554,0.161561,0.178421,0.015616
2957,1575718896205,0.064096,0.098716,0.931035,0.064413,0.09836,1.031645,0.072245,0.09793,1.142617,0.067305,0.095466,1.244028,0.060454,0.092321,1.345195,0.063092,0.089149,1.486091,0.098627,0.093695,1.58418,0.065994,0.0611,1.423702,0.104296,-0.071726,1.434037,0.352092,-0.149115,1.567578,0.53146,0.006703,1.531968,0.057963,0.120166,1.425183,0.045399,0.256004,1.449711,0.264746,0.4187,1.552906,0.475135,0.318197,1.494982,0.075155,0.017435,0.930608,0.04897,0.006016,0.503438,0.024915,-0.005553,0.086229,0.18012,0.01757,0.021081,0.053035,0.179995,0.93122,0.026659,0.167214,0.504104,0.009294,0.155012,0.086583,0.16156,0.17842,0.015628
2958,1575718896210,0.064366,0.098791,0.931045,0.064777,0.098443,1.031655,0.072661,0.098032,1.142623,0.067746,0.095588,1.244036,0.0609,0.092466,1.345205,0.063521,0.089334,1.486102,0.099042,0.093908,1.584195,0.066411,0.061263,1.423738,0.104192,-0.071703,1.434201,0.351007,-0.149783,1.569148,0.530585,0.005931,1.534125,0.058358,0.120326,1.425201,0.045077,0.256004,1.450221,0.26375,0.418788,1.554702,0.474352,0.318494,1.497174,0.075398,0.017507,0.930615,0.049031,0.006036,0.503457,0.02492,-0.005537,0.086251,0.180123,0.017572,0.021092,0.053333,0.180073,0.931234,0.0267,0.167287,0.504133,0.009305,0.155022,0.086616,0.161559,0.178418,0.015641
2959,1575718896214,0.064631,0.098865,0.931059,0.065143,0.098527,1.031669,0.073083,0.098136,1.142633,0.068198,0.095714,1.244048,0.06136,0.092616,1.345218,0.06397,0.089527,1.486116,0.09948,0.094131,1.584212,0.066847,0.061432,1.423779,0.104092,-0.071677,1.434368,0.349907,-0.150454,1.570727,0.529695,0.005155,1.536292,0.05877,0.120492,1.425224,0.044749,0.256005,1.450732,0.262733,0.418878,1.556514,0.473548,0.318795,1.499384,0.075634,0.017577,0.930625,0.049083,0.006051,0.50348,0.024926,-0.005522,0.086277,0.180125,0.017573,0.021105,0.053629,0.180152,0.931251,0.026735,0.167359,0.504166,0.009317,0.155031,0.086651,0.161558,0.178417,0.015656
2960,1575718896218,0.064895,0.09894,0.931076,0.065511,0.098612,1.031686,0.073511,0.098241,1.142645,0.068659,0.095842,1.244062,0.061833,0.09277,1.345234,0.064435,0.089727,1.486133,0.099936,0.094364,1.584231,0.067299,0.061608,1.423826,0.103991,-0.071648,1.434536,0.348794,-0.151128,1.572305,0.52879,0.004373,1.538471,0.059196,0.120664,1.425251,0.04442,0.256008,1.45124,0.2617,0.41897,1.558332,0.472729,0.319101,1.501617,0.075867,0.017648,0.930638,0.049129,0.006064,0.503506,0.024932,-0.005506,0.086304,0.180128,0.017573,0.021119,0.053925,0.180231,0.931271,0.026765,0.167431,0.504203,0.009329,0.155041,0.086691,0.161557,0.178415,0.015673
2961,1575718896222,0.065159,0.099015,0.931096,0.065882,0.098696,1.031704,0.073945,0.098346,1.14266,0.069129,0.095972,1.244079,0.062314,0.092927,1.345252,0.06491,0.089935,1.486153,0.100404,0.094606,1.584251,0.067764,0.061788,1.423876,0.103889,-0.071615,1.434699,0.34767,-0.151805,1.573871,0.527875,0.003586,1.540663,0.059632,0.12084,1.425281,0.044091,0.256012,1.451738,0.260654,0.419064,1.560148,0.471904,0.31941,1.503879,0.0761,0.017719,0.930653,0.049168,0.006072,0.503534,0.024938,-0.00549,0.086334,0.180131,0.017574,0.021134,0.054221,0.18031,0.931294,0.026791,0.167503,0.504244,0.009342,0.15505,0.086733,0.161557,0.178414,0.015692
2962,1575718896226,0.065426,0.09909,0.931117,0.066258,0.098779,1.031725,0.074385,0.098452,1.142676,0.069604,0.096102,1.244097,0.062802,0.093088,1.345272,0.06539,0.090148,1.486174,0.100878,0.094857,1.584272,0.068239,0.061973,1.423931,0.103783,-0.071578,1.434856,0.346534,-0.152487,1.575415,0.526951,0.002794,1.542871,0.060076,0.121021,1.425314,0.043767,0.256019,1.452222,0.259599,0.41916,1.561952,0.471077,0.319722,1.506177,0.076335,0.017791,0.930669,0.049204,0.006077,0.503564,0.024946,-0.005475,0.086365,0.180134,0.017575,0.021149,0.054519,0.18039,0.931321,0.026816,0.167575,0.504288,0.009356,0.155059,0.086779,0.161558,0.178413,0.015713
2963,1575718896230,0.065697,0.099167,0.931141,0.066639,0.098862,1.031748,0.074829,0.098558,1.142694,0.070083,0.096234,1.244118,0.063292,0.09325,1.345294,0.06587,0.090367,1.486197,0.101354,0.095119,1.584295,0.068723,0.062163,1.423989,0.103671,-0.071538,1.435004,0.345389,-0.153174,1.576927,0.52602,0.001996,1.545097,0.060524,0.121206,1.425348,0.04345,0.256027,1.452687,0.25854,0.419261,1.563737,0.470257,0.320036,1.508514,0.076577,0.017864,0.930685,0.049236,0.006079,0.503595,0.024955,-0.005461,0.086396,0.180137,0.017576,0.021162,0.05482,0.18047,0.931351,0.02684,0.167647,0.504335,0.00937,0.155068,0.086829,0.161559,0.178412,0.015736
2964,1575718896235,0.065974,0.099245,0.931165,0.067027,0.098944,1.031771,0.075278,0.098663,1.142713,0.070564,0.096365,1.244139,0.063781,0.093414,1.345317,0.066344,0.090591,1.486221,0.101824,0.09539,1.584318,0.069211,0.062357,1.42405,0.103551,-0.071494,1.435138,0.344235,-0.153867,1.578396,0.525084,0.001194,1.547342,0.060974,0.121394,1.425383,0.043144,0.256039,1.453128,0.25748,0.419365,1.565492,0.46945,0.320352,1.510897,0.076827,0.017938,0.9307,0.049268,0.006077,0.503626,0.024966,-0.005448,0.086428,0.180141,0.017577,0.021173,0.055124,0.180552,0.931384,0.026866,0.16772,0.504387,0.009385,0.155079,0.086882,0.161562,0.178411,0.015762
2965,1575718896239,0.06626,0.099324,0.931191,0.067421,0.099024,1.031796,0.075731,0.098767,1.142733,0.071045,0.096496,1.244161,0.064267,0.093578,1.34534,0.066808,0.090819,1.486246,0.102284,0.095672,1.584341,0.069701,0.062554,1.424113,0.10342,-0.071447,1.435257,0.343073,-0.154567,1.579811,0.524146,0.000386,1.549609,0.061421,0.121584,1.425418,0.042852,0.256054,1.453542,0.256424,0.419475,1.56721,0.468663,0.320669,1.513331,0.07709,0.018015,0.930715,0.049298,0.006072,0.503658,0.024979,-0.005437,0.08646,0.180145,0.017579,0.021181,0.055433,0.180634,0.93142,0.026894,0.167793,0.504441,0.0094,0.15509,0.086939,0.161565,0.178411,0.015789
2966,1575718896243,0.066557,0.099405,0.931221,0.067828,0.099103,1.031825,0.076194,0.098868,1.142758,0.071534,0.096625,1.244187,0.064756,0.093743,1.345367,0.067269,0.091054,1.486275,0.102742,0.095967,1.584369,0.070204,0.062754,1.424184,0.103279,-0.071398,1.435366,0.341873,-0.155256,1.581235,0.523196,-0.000431,1.551915,0.061875,0.121778,1.425459,0.042565,0.256066,1.453945,0.255343,0.419571,1.568958,0.467871,0.320984,1.51585,0.077367,0.018094,0.93073,0.049326,0.006061,0.503693,0.024993,-0.005427,0.086494,0.180149,0.01758,0.021188,0.05575,0.180718,0.931463,0.02692,0.167868,0.504504,0.009416,0.155102,0.087004,0.161571,0.17841,0.015821
2967,1575718896247,0.066864,0.099487,0.931258,0.068249,0.099178,1.03186,0.076672,0.098967,1.142789,0.072038,0.096752,1.24422,0.065258,0.093909,1.345401,0.067738,0.091297,1.486311,0.103208,0.096278,1.584402,0.070728,0.06296,1.424268,0.103129,-0.07135,1.435474,0.340615,-0.155924,1.582718,0.522225,-0.00126,1.55427,0.062341,0.121975,1.425508,0.042276,0.256073,1.454355,0.254212,0.419642,1.570791,0.46705,0.321296,1.518467,0.077655,0.018173,0.930749,0.049347,0.006044,0.503732,0.025008,-0.005416,0.086533,0.180154,0.017581,0.021199,0.056075,0.180802,0.931517,0.026938,0.167945,0.504579,0.009432,0.155116,0.087079,0.161579,0.17841,0.015861
2968,1575718896251,0.067178,0.099569,0.931301,0.06868,0.099251,1.031901,0.077162,0.099065,1.142825,0.072553,0.09688,1.244258,0.06577,0.094076,1.34544,0.068214,0.091547,1.486352,0.103684,0.096603,1.584439,0.071269,0.063171,1.424362,0.102971,-0.071301,1.435579,0.339314,-0.156578,1.584233,0.521237,-0.002098,1.556663,0.062819,0.122176,1.425565,0.041985,0.256077,1.454765,0.253045,0.419697,1.572676,0.466211,0.321606,1.521161,0.077951,0.018254,0.930771,0.049363,0.006021,0.503775,0.025024,-0.005406,0.086574,0.180159,0.017582,0.021211,0.056407,0.180886,0.931579,0.026952,0.168024,0.504662,0.00945,0.15513,0.087164,0.161588,0.178411,0.015907
2969,1575718896255,0.067497,0.099653,0.931347,0.069119,0.099322,1.031945,0.07766,0.099161,1.142865,0.073076,0.097007,1.2443,0.066289,0.094246,1.345483,0.068695,0.091805,1.486396,0.104167,0.09694,1.584478,0.071824,0.063386,1.424463,0.102808,-0.07125,1.435679,0.337986,-0.157228,1.585753,0.520237,-0.002944,1.559082,0.063307,0.122381,1.425627,0.041697,0.25608,1.455168,0.251856,0.419746,1.574582,0.465361,0.321916,1.523912,0.078253,0.018335,0.930794,0.049374,0.005994,0.50382,0.025041,-0.005397,0.086618,0.180164,0.017583,0.021225,0.056742,0.180971,0.931646,0.026962,0.168104,0.504751,0.009468,0.155145,0.087254,0.161598,0.178411,0.015956
2970,1575718896260,0.067818,0.099737,0.931395,0.069563,0.099393,1.031991,0.078164,0.099258,1.142907,0.073605,0.097136,1.244343,0.066815,0.094419,1.345527,0.069182,0.092068,1.486443,0.104656,0.097287,1.584519,0.072389,0.063607,1.424567,0.102641,-0.071195,1.435772,0.336647,-0.157883,1.58725,0.519227,-0.003794,1.561517,0.063802,0.122591,1.425691,0.041413,0.256085,1.455557,0.250658,0.419797,1.576476,0.464511,0.32223,1.526697,0.078557,0.018417,0.930819,0.04938,0.005963,0.503868,0.025059,-0.005387,0.086663,0.18017,0.017584,0.021237,0.057078,0.181057,0.931717,0.02697,0.168184,0.504844,0.009487,0.15516,0.087348,0.161609,0.178412,0.016008
2971,1575718896264,0.068139,0.099821,0.931444,0.070007,0.099465,1.032038,0.078669,0.099356,1.142949,0.074138,0.097267,1.244387,0.067344,0.094595,1.345572,0.069673,0.092337,1.48649,0.105151,0.097642,1.58456,0.072961,0.063832,1.424673,0.102472,-0.071135,1.435858,0.335313,-0.158551,1.588699,0.518212,-0.004648,1.563957,0.064302,0.122805,1.425755,0.041135,0.256095,1.455926,0.249466,0.419861,1.578327,0.46367,0.322549,1.529495,0.078862,0.0185,0.930843,0.049383,0.00593,0.503916,0.025078,-0.005379,0.086709,0.180176,0.017585,0.021248,0.057415,0.181144,0.931788,0.026979,0.168263,0.504938,0.009506,0.155175,0.087442,0.161621,0.178413,0.01606
2972,1575718896268,0.068458,0.099906,0.931492,0.07045,0.099538,1.032083,0.079174,0.099457,1.142989,0.07467,0.0974,1.24443,0.067874,0.094775,1.345615,0.070167,0.092611,1.486536,0.105651,0.098001,1.5846,0.073537,0.064062,1.424777,0.102302,-0.071069,1.435933,0.334,-0.15924,1.590072,0.517196,-0.005503,1.56639,0.064806,0.123024,1.425817,0.040867,0.256112,1.456266,0.248292,0.419947,1.580104,0.462846,0.322875,1.532285,0.079164,0.018584,0.930868,0.049383,0.005895,0.503964,0.025098,-0.005371,0.086754,0.180181,0.017586,0.021257,0.057748,0.18123,0.931858,0.026988,0.168341,0.505031,0.009526,0.15519,0.087536,0.161632,0.178413,0.01611
2973,1575718896272,0.068771,0.099992,0.931537,0.070887,0.099613,1.032126,0.079675,0.09956,1.143027,0.0752,0.097538,1.244469,0.068404,0.094958,1.345656,0.070663,0.092889,1.486579,0.106154,0.098364,1.584636,0.074113,0.064297,1.424875,0.102134,-0.070995,1.435996,0.332724,-0.159961,1.591341,0.516183,-0.006357,1.568806,0.065312,0.123248,1.425874,0.040611,0.256139,1.456572,0.247151,0.420064,1.581774,0.46205,0.32321,1.535046,0.079461,0.018668,0.93089,0.049381,0.00586,0.50401,0.02512,-0.005365,0.086797,0.180188,0.017588,0.021262,0.058076,0.181318,0.931924,0.027001,0.168416,0.505119,0.009545,0.155203,0.087625,0.161642,0.178414,0.016156
2974,1575718896276,0.069076,0.100078,0.931578,0.071316,0.099691,1.032164,0.080168,0.099667,1.14306,0.075725,0.097679,1.244505,0.068931,0.095147,1.345693,0.071162,0.09317,1.486617,0.106659,0.098728,1.584667,0.074685,0.064536,1.424966,0.101968,-0.070913,1.436046,0.3315,-0.160722,1.592481,0.515177,-0.007207,1.571194,0.065817,0.123477,1.425925,0.040369,0.256178,1.456835,0.246056,0.420221,1.583305,0.461291,0.323557,1.537757,0.07975,0.018752,0.930911,0.049377,0.005825,0.504055,0.025143,-0.00536,0.086838,0.180194,0.01759,0.021262,0.058397,0.181406,0.931984,0.027019,0.168488,0.505201,0.009565,0.155216,0.087707,0.161652,0.178414,0.016197
2975,1575718896280,0.069372,0.100165,0.931614,0.071733,0.099772,1.032197,0.080651,0.099779,1.143088,0.076241,0.097827,1.244534,0.069452,0.09534,1.345724,0.07166,0.093454,1.48665,0.107166,0.099091,1.584692,0.07525,0.06478,1.425046,0.101806,-0.07082,1.43608,0.330344,-0.161531,1.593463,0.514181,-0.008052,1.573542,0.06632,0.123711,1.425966,0.040144,0.256233,1.45705,0.24502,0.420428,1.584666,0.460578,0.323917,1.540395,0.080029,0.018837,0.930929,0.049372,0.005792,0.504096,0.025168,-0.005355,0.086876,0.180201,0.017593,0.021256,0.058709,0.181495,0.932035,0.027043,0.168557,0.505273,0.009585,0.155227,0.087781,0.16166,0.178414,0.016231
2976,1575718896285,0.069655,0.100252,0.931642,0.072136,0.099859,1.032222,0.081121,0.099896,1.143107,0.076746,0.09798,1.244556,0.069967,0.095539,1.345748,0.072159,0.09374,1.486675,0.107674,0.09945,1.58471,0.075805,0.065029,1.425113,0.10165,-0.070716,1.436097,0.329273,-0.162397,1.594262,0.5132,-0.00889,1.575841,0.066818,0.12395,1.425995,0.039938,0.256305,1.457209,0.244058,0.420695,1.585824,0.45992,0.324293,1.542941,0.080294,0.018922,0.930943,0.049368,0.005762,0.504132,0.025195,-0.005353,0.086909,0.180207,0.017597,0.021242,0.059008,0.181584,0.932076,0.027075,0.168622,0.505333,0.009604,0.155236,0.087843,0.161666,0.178413,0.016257
2977,1575718896289,0.069922,0.10034,0.931661,0.072521,0.099951,1.032238,0.081574,0.10002,1.143118,0.077237,0.09814,1.244569,0.070472,0.095744,1.345762,0.072657,0.094027,1.486691,0.10818,0.099804,1.584719,0.076346,0.065282,1.425163,0.101502,-0.070598,1.436095,0.328301,-0.163329,1.594849,0.512238,-0.009718,1.578078,0.06731,0.124196,1.42601,0.039754,0.256398,1.457306,0.243182,0.42103,1.586749,0.459326,0.324687,1.545372,0.080542,0.019007,0.930953,0.049364,0.005736,0.504163,0.025223,-0.005352,0.086937,0.180214,0.017602,0.021221,0.059294,0.181673,0.932103,0.027118,0.168681,0.505378,0.009623,0.155243,0.087891,0.16167,0.178412,0.016271
2978,1575718896293,0.070179,0.100428,0.931672,0.072895,0.100049,1.032247,0.08202,0.100153,1.143121,0.077725,0.098311,1.244574,0.070979,0.095959,1.34577,0.073164,0.094322,1.4867,0.108698,0.100161,1.58472,0.076885,0.065546,1.425199,0.101339,-0.070465,1.436082,0.327358,-0.164308,1.595335,0.511294,-0.01055,1.580324,0.067806,0.124453,1.426013,0.039575,0.256508,1.457343,0.242359,0.421369,1.587577,0.458845,0.325129,1.547734,0.080781,0.019094,0.930961,0.049357,0.00571,0.504191,0.025254,-0.005352,0.086962,0.180221,0.017608,0.021193,0.059569,0.181764,0.932119,0.027169,0.168734,0.505412,0.009643,0.155247,0.087927,0.161672,0.17841,0.016276
2979,1575718896297,0.070431,0.100519,0.93168,0.073269,0.100154,1.032251,0.082469,0.100296,1.143119,0.078221,0.098493,1.244575,0.071498,0.096187,1.345773,0.073689,0.09463,1.486703,0.109237,0.10053,1.584716,0.077434,0.065826,1.425225,0.101145,-0.070317,1.436063,0.32638,-0.165311,1.59582,0.510363,-0.011398,1.582636,0.068317,0.124725,1.426008,0.039387,0.256632,1.457332,0.241552,0.421659,1.588434,0.458497,0.325636,1.550081,0.081015,0.019182,0.930967,0.049346,0.005684,0.504219,0.025286,-0.005354,0.086986,0.180228,0.017616,0.021162,0.059837,0.181857,0.932128,0.027227,0.168779,0.505438,0.009664,0.155248,0.087956,0.161671,0.178407,0.016273
2980,1575718896301,0.070676,0.100611,0.931684,0.073638,0.100264,1.032251,0.082918,0.100446,1.143112,0.07872,0.098684,1.244571,0.072023,0.096425,1.345772,0.074226,0.094947,1.486703,0.109789,0.100905,1.584706,0.077989,0.066117,1.425243,0.10093,-0.070156,1.436035,0.325397,-0.166343,1.596259,0.509444,-0.012255,1.584982,0.068836,0.12501,1.425994,0.039199,0.256768,1.457275,0.240771,0.421931,1.589262,0.45825,0.32619,1.5524,0.081245,0.019272,0.930973,0.04933,0.005656,0.504246,0.02532,-0.005357,0.087009,0.180236,0.017625,0.021127,0.060099,0.181951,0.93213,0.027292,0.168819,0.505457,0.009686,0.155247,0.087978,0.161669,0.178405,0.016264
2981,1575718896305,0.070915,0.100704,0.931684,0.074002,0.100379,1.032247,0.083363,0.100601,1.143101,0.079218,0.098881,1.244562,0.072551,0.096671,1.345766,0.074771,0.095271,1.486698,0.11035,0.101285,1.584692,0.078545,0.066416,1.425253,0.100706,-0.069983,1.435997,0.324437,-0.16741,1.596612,0.508534,-0.013114,1.587332,0.06936,0.125303,1.425972,0.039018,0.256917,1.457174,0.240026,0.422214,1.590007,0.458071,0.326773,1.554681,0.081467,0.019363,0.930976,0.049312,0.005628,0.504272,0.025355,-0.005362,0.087031,0.180243,0.017635,0.021088,0.060354,0.182046,0.932125,0.027362,0.168855,0.505469,0.009709,0.155244,0.087994,0.161666,0.178401,0.01625
