frame_idx,ms,Pelvis_x,Pelvis_y,Pelvis_z,L5_x,L5_y,L5_z,L3_x,L3_y,L3_z,T12_x,T12_y,T12_z,T8_x,T8_y,T8_z,Neck_x,Neck_y,Neck_z,Head_x,Head_y,Head_z,RightShoulder_x,RightShoulder_y,RightShoulder_z,RightUpperArm_x,RightUpperArm_y,RightUpperArm_z,RightForeArm_x,RightForeArm_y,RightForeArm_z,RightHand_x,RightHand_y,RightHand_z,LeftShoulder_x,LeftShoulder_y,LeftShoulder_z,LeftUpperArm_x,LeftUpperArm_y,LeftUpperArm_z,LeftForeArm_x,LeftForeArm_y,LeftForeArm_z,LeftHand_x,LeftHand_y,LeftHand_z,RightUpperLeg_x,RightUpperLeg_y,RightUpperLeg_z,RightLowerLeg_x,RightLowerLeg_y,RightLowerLeg_z,RightFoot_x,RightFoot_y,RightFoot_z,RightToe_x,RightToe_y,RightToe_z,LeftUpperLeg_x,LeftUpperLeg_y,LeftUpperLeg_z,LeftLowerLeg_x,LeftLowerLeg_y,LeftLowerLeg_z,LeftFoot_x,LeftFoot_y,LeftFoot_z,LeftToe_x,LeftToe_y,LeftToe_z
2506,1575718894326,0.090576,0.096329,0.928353,0.097502,0.097092,1.028723,0.105443,0.099383,1.139665,0.09774,0.099566,1.240933,0.085255,0.099399,1.34161,0.076885,0.101492,1.482301,0.100689,0.108329,1.583748,0.086729,0.071282,1.421472,0.063642,-0.063917,1.441609,0.069643,-0.329954,1.561728,-0.008368,-0.542985,1.640739,0.075371,0.12979,1.419923,-0.002661,0.240573,1.449162,-0.058532,0.492472,1.58578,-0.157656,0.677425,1.702728,0.101144,0.014987,0.928117,0.059126,0.001764,0.50227,0.024958,-0.00729,0.08571,0.180072,0.01558,0.020255,0.079991,0.177672,0.928349,0.035814,0.166714,0.50265,0.006323,0.157262,0.085735,0.160395,0.17983,0.017764
2507,1575718894331,0.090701,0.096372,0.92834,0.097611,0.097138,1.028711,0.105548,0.099432,1.139652,0.097846,0.099622,1.240921,0.085367,0.099462,1.341598,0.077011,0.101564,1.482291,0.10084,0.108398,1.583732,0.086842,0.071347,1.421461,0.06363,-0.063823,1.441644,0.069314,-0.329605,1.562341,-0.008799,-0.542457,1.641736,0.075499,0.129858,1.419911,-0.002551,0.240613,1.449208,-0.058305,0.492179,1.586487,-0.157312,0.676873,1.703943,0.101263,0.015029,0.928108,0.059222,0.00179,0.502264,0.024966,-0.007282,0.085711,0.180071,0.015597,0.020239,0.080122,0.177716,0.928331,0.035927,0.166735,0.502634,0.006337,0.15726,0.085727,0.160402,0.179812,0.017735
2508,1575718894335,0.090827,0.096414,0.928327,0.097721,0.097182,1.028699,0.105654,0.09948,1.139641,0.097954,0.099675,1.240909,0.085483,0.099522,1.341587,0.077145,0.101631,1.482281,0.101001,0.108463,1.583716,0.08696,0.07141,1.421451,0.063621,-0.063732,1.441681,0.068972,-0.329259,1.562952,-0.009244,-0.541925,1.642737,0.075632,0.129924,1.4199,-0.002434,0.240652,1.449258,-0.058067,0.491882,1.587198,-0.156961,0.676314,1.705161,0.101383,0.01507,0.928099,0.059317,0.001815,0.502258,0.024973,-0.007274,0.085713,0.18007,0.015613,0.020224,0.080253,0.177758,0.928313,0.036035,0.166757,0.50262,0.006351,0.157259,0.08572,0.160409,0.179794,0.017706
2509,1575718894339,0.090953,0.096454,0.928314,0.097832,0.097225,1.028688,0.105762,0.099525,1.139629,0.098066,0.099725,1.240898,0.085605,0.099578,1.341578,0.077287,0.101695,1.482272,0.101173,0.108525,1.5837,0.087084,0.071469,1.421442,0.063615,-0.063643,1.441718,0.068617,-0.328915,1.56356,-0.009703,-0.541392,1.643744,0.075772,0.129986,1.419891,-0.002309,0.240687,1.449311,-0.057818,0.49158,1.587914,-0.156606,0.675746,1.70638,0.101505,0.01511,0.92809,0.059408,0.001841,0.502252,0.024979,-0.007265,0.085715,0.180069,0.015629,0.020212,0.080384,0.177799,0.928297,0.036135,0.16678,0.502608,0.006365,0.157257,0.085714,0.160416,0.179776,0.017678
2510,1575718894343,0.091081,0.096493,0.928302,0.097944,0.097265,1.028676,0.105873,0.099567,1.139618,0.098182,0.099771,1.240887,0.085731,0.099631,1.341568,0.077435,0.101753,1.482264,0.101355,0.108583,1.583684,0.087212,0.071525,1.421434,0.063611,-0.063557,1.441756,0.068245,-0.328574,1.564165,-0.010172,-0.54086,1.644757,0.075915,0.130045,1.419883,-0.002178,0.24072,1.449368,-0.057553,0.491273,1.588635,-0.156238,0.675172,1.707601,0.10163,0.015148,0.928081,0.059494,0.001867,0.502247,0.024985,-0.007256,0.085717,0.180068,0.015644,0.020201,0.080515,0.177838,0.928282,0.036231,0.166805,0.502596,0.006379,0.157256,0.085709,0.160423,0.179756,0.017652
2511,1575718894347,0.091209,0.09653,0.928289,0.098057,0.097303,1.028665,0.105986,0.099606,1.139607,0.0983,0.099815,1.240877,0.08586,0.099679,1.341559,0.077588,0.101807,1.482256,0.101544,0.108637,1.583667,0.087343,0.071577,1.421426,0.06361,-0.063475,1.441793,0.067858,-0.328235,1.564767,-0.010648,-0.54033,1.645775,0.076061,0.1301,1.419875,-0.002042,0.240749,1.449429,-0.057269,0.490963,1.589364,-0.155849,0.674594,1.708827,0.101756,0.015185,0.928072,0.059577,0.001893,0.502243,0.02499,-0.007248,0.085719,0.180067,0.015658,0.02019,0.080645,0.177875,0.928267,0.036324,0.166831,0.502585,0.006392,0.157255,0.085705,0.16043,0.179736,0.017626
2512,1575718894351,0.091339,0.096565,0.928277,0.098171,0.09734,1.028654,0.106099,0.099644,1.139596,0.098419,0.099855,1.240866,0.085993,0.099724,1.34155,0.077746,0.101857,1.482248,0.10174,0.108687,1.583651,0.087477,0.071626,1.421418,0.06361,-0.063396,1.44183,0.067458,-0.327899,1.565368,-0.011131,-0.539801,1.6468,0.076211,0.130151,1.419869,-0.001901,0.240776,1.449494,-0.056966,0.490648,1.590099,-0.155442,0.674013,1.710059,0.101885,0.01522,0.928062,0.059657,0.001918,0.502238,0.024994,-0.007239,0.085721,0.180066,0.015673,0.020181,0.080775,0.177911,0.928252,0.036415,0.166859,0.502575,0.006406,0.157255,0.0857,0.160437,0.179715,0.017601
2513,1575718894355,0.091468,0.096599,0.928266,0.098285,0.097374,1.028643,0.106214,0.099679,1.139585,0.098541,0.099894,1.240856,0.086129,0.099767,1.341541,0.07791,0.101903,1.482241,0.101944,0.108736,1.583634,0.087615,0.071672,1.42141,0.063612,-0.063318,1.441867,0.067046,-0.327564,1.565966,-0.011623,-0.539271,1.647829,0.076363,0.130201,1.419863,-0.001755,0.240801,1.449561,-0.056649,0.490331,1.59084,-0.155021,0.673427,1.711296,0.102015,0.015254,0.928052,0.059735,0.001944,0.502234,0.024998,-0.00723,0.085723,0.180064,0.015687,0.020173,0.080904,0.177944,0.928238,0.036504,0.166887,0.502565,0.006419,0.157255,0.085697,0.160444,0.179693,0.017576
2514,1575718894360,0.091597,0.096632,0.928254,0.098398,0.097408,1.028633,0.106328,0.099713,1.139575,0.098664,0.09993,1.240846,0.086268,0.099808,1.341534,0.078079,0.101948,1.482235,0.102155,0.108782,1.583618,0.087756,0.071717,1.421404,0.063616,-0.063242,1.441906,0.066626,-0.32723,1.566563,-0.012125,-0.538738,1.648864,0.07652,0.130248,1.419859,-0.001603,0.240826,1.449631,-0.05632,0.49001,1.591587,-0.154589,0.672835,1.712539,0.102145,0.015287,0.928043,0.059811,0.00197,0.50223,0.025002,-0.007221,0.085726,0.180063,0.0157,0.020165,0.081032,0.177977,0.928224,0.03659,0.166917,0.502556,0.006433,0.157255,0.085693,0.160452,0.179671,0.017551
2515,1575718894364,0.091725,0.096665,0.928243,0.09851,0.097441,1.028623,0.106442,0.099747,1.139565,0.098788,0.099966,1.240837,0.086409,0.099847,1.341527,0.078254,0.10199,1.48223,0.102373,0.108827,1.583602,0.087902,0.071761,1.421398,0.063622,-0.063167,1.441946,0.066199,-0.326896,1.567159,-0.012638,-0.538199,1.649904,0.07668,0.130295,1.419856,-0.001445,0.240849,1.449705,-0.055982,0.489687,1.592337,-0.154149,0.672237,1.713788,0.102275,0.01532,0.928034,0.059886,0.001996,0.502227,0.025005,-0.007213,0.085729,0.180062,0.015714,0.020158,0.081158,0.178009,0.928211,0.036675,0.166946,0.502547,0.006447,0.157255,0.085691,0.160459,0.179648,0.017527
2516,1575718894368,0.091851,0.096698,0.928233,0.09862,0.097474,1.028614,0.106556,0.099779,1.139555,0.098912,0.100001,1.240828,0.086553,0.099886,1.34152,0.078435,0.102033,1.482226,0.102599,0.108872,1.583588,0.088052,0.071803,1.421394,0.06363,-0.063091,1.441987,0.065768,-0.326561,1.567754,-0.013164,-0.537653,1.650948,0.076846,0.13034,1.419855,-0.00128,0.240874,1.449781,-0.055637,0.489361,1.593092,-0.153706,0.67163,1.715042,0.102404,0.015353,0.928026,0.059962,0.002021,0.502224,0.025009,-0.007204,0.085732,0.18006,0.015727,0.020152,0.081282,0.178041,0.9282,0.036756,0.166976,0.50254,0.006461,0.157255,0.085689,0.160467,0.179625,0.017503
2517,1575718894372,0.091976,0.09673,0.928224,0.098728,0.097506,1.028606,0.106667,0.099812,1.139547,0.099037,0.100036,1.240821,0.086699,0.099925,1.341516,0.078621,0.102075,1.482224,0.102832,0.108917,1.583574,0.088206,0.071846,1.421392,0.06364,-0.063015,1.442031,0.065334,-0.326225,1.568348,-0.013703,-0.537099,1.651997,0.077016,0.130386,1.419855,-0.001109,0.240899,1.449859,-0.055288,0.489032,1.593849,-0.153262,0.671015,1.716304,0.102532,0.015386,0.928018,0.060039,0.002047,0.502221,0.025012,-0.007195,0.085736,0.180059,0.015741,0.020146,0.081404,0.178074,0.928189,0.036835,0.167004,0.502533,0.006475,0.157255,0.085688,0.160474,0.179601,0.017478
2518,1575718894376,0.092098,0.096764,0.928215,0.098833,0.09754,1.028599,0.106777,0.099845,1.139539,0.099161,0.100071,1.240814,0.086848,0.099964,1.341512,0.078814,0.102118,1.482223,0.103072,0.108963,1.583561,0.088366,0.071889,1.421391,0.063652,-0.062938,1.442078,0.064901,-0.325887,1.568942,-0.014257,-0.536533,1.65305,0.077192,0.130432,1.419858,-0.000931,0.240925,1.449939,-0.054938,0.488701,1.594608,-0.152821,0.67039,1.717571,0.102657,0.01542,0.928011,0.060117,0.002073,0.502219,0.025015,-0.007186,0.085741,0.180058,0.015754,0.020141,0.081524,0.178107,0.928179,0.036911,0.167032,0.502528,0.006491,0.157255,0.085688,0.160482,0.179578,0.017453
2519,1575718894381,0.092217,0.096799,0.928208,0.098934,0.097574,1.028593,0.106885,0.099879,1.139533,0.099285,0.100108,1.240809,0.086998,0.100005,1.34151,0.079014,0.102162,1.482223,0.10332,0.10901,1.58355,0.08853,0.071933,1.421392,0.063665,-0.062858,1.442128,0.06447,-0.325546,1.569536,-0.014827,-0.535954,1.654106,0.077374,0.130479,1.419863,-0.000745,0.240954,1.450021,-0.054589,0.488369,1.595369,-0.152387,0.669754,1.718846,0.102778,0.015455,0.928005,0.060198,0.002099,0.502218,0.025019,-0.007177,0.085746,0.180056,0.015767,0.020137,0.081641,0.178141,0.92817,0.036984,0.167059,0.502524,0.006507,0.157253,0.085688,0.16049,0.179555,0.017428
2520,1575718894385,0.092333,0.096835,0.928202,0.099031,0.097609,1.028588,0.106989,0.099914,1.139527,0.099408,0.100145,1.240805,0.08715,0.100047,1.341509,0.079219,0.102209,1.482226,0.103575,0.10906,1.58354,0.0887,0.071979,1.421396,0.063681,-0.062776,1.442181,0.064045,-0.325202,1.570131,-0.015415,-0.53536,1.655166,0.077562,0.130528,1.41987,-0.000551,0.240986,1.450105,-0.054244,0.488035,1.596131,-0.151963,0.669106,1.720127,0.102896,0.015491,0.928,0.060282,0.002126,0.502216,0.025022,-0.007168,0.085752,0.180055,0.015781,0.020133,0.081755,0.178177,0.928162,0.037054,0.167084,0.502521,0.006524,0.157252,0.08569,0.160498,0.179532,0.017402
2521,1575718894389,0.092445,0.096873,0.928197,0.099123,0.097646,1.028584,0.10709,0.099951,1.139523,0.099529,0.100185,1.240802,0.087304,0.100092,1.341511,0.079432,0.10226,1.48223,0.103836,0.109113,1.583533,0.088876,0.072027,1.421402,0.063698,-0.06269,1.442238,0.063626,-0.324854,1.570726,-0.01602,-0.53475,1.656228,0.077757,0.130579,1.419879,-0.000349,0.241022,1.45019,-0.053906,0.487699,1.596892,-0.151552,0.668446,1.721416,0.10301,0.01553,0.927997,0.060371,0.002152,0.502216,0.025026,-0.00716,0.085759,0.180054,0.015794,0.02013,0.081865,0.178215,0.928156,0.037121,0.167107,0.50252,0.006542,0.157249,0.085693,0.160506,0.17951,0.017376
2522,1575718894393,0.092555,0.096913,0.928194,0.099211,0.097685,1.028582,0.107189,0.099989,1.13952,0.099649,0.100226,1.240801,0.087458,0.100138,1.341514,0.079649,0.10231,1.482236,0.104102,0.109166,1.583527,0.089057,0.072074,1.42141,0.063713,-0.062603,1.442298,0.063217,-0.3245,1.571327,-0.016649,-0.53412,1.657297,0.077957,0.130631,1.419892,-0.00014,0.241059,1.450279,-0.053571,0.487359,1.597658,-0.151154,0.667771,1.722714,0.103121,0.01557,0.927994,0.060464,0.002179,0.502215,0.02503,-0.00715,0.085766,0.180052,0.015808,0.020127,0.081973,0.178255,0.928151,0.037184,0.167127,0.50252,0.006562,0.157246,0.085697,0.160515,0.179487,0.017349
2523,1575718894397,0.092663,0.096954,0.928191,0.099298,0.097725,1.028581,0.107285,0.100028,1.139518,0.099768,0.100267,1.240801,0.087612,0.100183,1.341518,0.079868,0.102359,1.482244,0.104371,0.109217,1.583522,0.089242,0.07212,1.42142,0.063723,-0.062516,1.442358,0.062815,-0.324141,1.571938,-0.017302,-0.53347,1.658375,0.078161,0.13068,1.419906,7.5e-05,0.241094,1.450374,-0.053234,0.487013,1.598431,-0.150766,0.66708,1.724022,0.103231,0.015611,0.927992,0.060562,0.002207,0.502215,0.025034,-0.007141,0.085774,0.180051,0.015821,0.020125,0.08208,0.178296,0.928147,0.037244,0.167145,0.502522,0.006581,0.157242,0.085701,0.160524,0.179463,0.017323
2524,1575718894401,0.092771,0.096997,0.928189,0.099383,0.097766,1.02858,0.10738,0.100068,1.139517,0.099886,0.100309,1.240801,0.087767,0.100228,1.341523,0.08009,0.102407,1.482253,0.104643,0.109267,1.583519,0.089431,0.072165,1.421432,0.06373,-0.062429,1.44242,0.062419,-0.323777,1.572554,-0.017977,-0.532804,1.659461,0.07837,0.130729,1.419923,0.000297,0.241129,1.450473,-0.052895,0.486661,1.599211,-0.150384,0.666376,1.72534,0.103341,0.015654,0.927991,0.060664,0.002235,0.502215,0.025037,-0.007131,0.085783,0.18005,0.015834,0.020123,0.082185,0.178338,0.928144,0.0373,0.167162,0.502524,0.006602,0.157238,0.085706,0.160533,0.179438,0.017296
2525,1575718894405,0.092876,0.09704,0.928188,0.099465,0.097808,1.028581,0.107473,0.100108,1.139517,0.100003,0.10035,1.240803,0.087924,0.100273,1.341529,0.080318,0.102455,1.482263,0.104921,0.109317,1.583517,0.089624,0.072209,1.421446,0.063737,-0.062341,1.442483,0.062026,-0.323409,1.573173,-0.01867,-0.532125,1.660551,0.078584,0.130777,1.419942,0.000525,0.241164,1.450574,-0.052555,0.486306,1.599994,-0.150007,0.665659,1.726666,0.103449,0.015698,0.927991,0.060769,0.002263,0.502216,0.025041,-0.007121,0.085793,0.180049,0.015847,0.020123,0.082287,0.178381,0.928141,0.037354,0.167177,0.502527,0.006623,0.157234,0.085712,0.160543,0.179412,0.017269
2526,1575718894410,0.092979,0.097085,0.928188,0.099544,0.09785,1.028582,0.107564,0.100149,1.139518,0.10012,0.100392,1.240805,0.088083,0.100319,1.341537,0.080552,0.102504,1.482275,0.105206,0.109367,1.583516,0.089823,0.072254,1.421461,0.063745,-0.062252,1.442549,0.061633,-0.32304,1.573792,-0.019377,-0.531434,1.661646,0.078803,0.130826,1.419963,0.00076,0.2412,1.450678,-0.052214,0.485949,1.60078,-0.149633,0.664933,1.727998,0.103554,0.015743,0.927992,0.060876,0.002292,0.502216,0.025044,-0.007111,0.085803,0.180048,0.01586,0.020122,0.082388,0.178425,0.92814,0.037405,0.167191,0.502532,0.006645,0.157229,0.085719,0.160552,0.179387,0.017242
2527,1575718894414,0.093079,0.097129,0.928189,0.099619,0.097893,1.028585,0.107653,0.100189,1.139519,0.100237,0.100435,1.240809,0.088244,0.100366,1.341546,0.080793,0.102554,1.482288,0.1055,0.10942,1.583517,0.090026,0.0723,1.421478,0.063758,-0.062161,1.442618,0.061238,-0.32267,1.574408,-0.020097,-0.530735,1.662743,0.079028,0.130876,1.419986,0.001003,0.24124,1.450783,-0.051871,0.485591,1.601566,-0.14926,0.6642,1.729336,0.103656,0.015788,0.927993,0.060983,0.00232,0.502218,0.025048,-0.007101,0.085813,0.180047,0.015873,0.020123,0.082485,0.17847,0.92814,0.037453,0.167205,0.502538,0.006667,0.157224,0.085727,0.160562,0.179362,0.017215
2528,1575718894418,0.093176,0.097174,0.92819,0.099691,0.097936,1.028588,0.10774,0.10023,1.139522,0.100355,0.100478,1.240814,0.088409,0.100414,1.341556,0.081043,0.102607,1.482303,0.105805,0.109475,1.583518,0.090236,0.072347,1.421498,0.063777,-0.062067,1.442692,0.060838,-0.322301,1.575017,-0.020824,-0.53003,1.663841,0.07926,0.130928,1.42001,0.001254,0.241283,1.450888,-0.051527,0.485234,1.602351,-0.148887,0.66346,1.730677,0.103755,0.015833,0.927996,0.06109,0.002349,0.50222,0.025052,-0.007091,0.085824,0.180046,0.015887,0.020124,0.082579,0.178515,0.928141,0.037499,0.167218,0.502545,0.00669,0.157219,0.085736,0.160571,0.179338,0.017187
2529,1575718894422,0.093268,0.097219,0.928194,0.099758,0.097978,1.028593,0.107824,0.100271,1.139525,0.100473,0.100522,1.24082,0.088578,0.100464,1.341568,0.081303,0.102664,1.48232,0.106121,0.109534,1.583521,0.090451,0.072398,1.421519,0.063806,-0.06197,1.442771,0.060431,-0.321934,1.575617,-0.021556,-0.529323,1.664938,0.079499,0.130984,1.420037,0.001513,0.241332,1.450992,-0.051183,0.484879,1.603131,-0.148511,0.662717,1.732021,0.103849,0.015878,0.927999,0.061196,0.002377,0.502222,0.025056,-0.007082,0.085836,0.180044,0.0159,0.020125,0.08267,0.17856,0.928144,0.037542,0.167232,0.502553,0.006714,0.157213,0.085746,0.160581,0.179315,0.017158
2530,1575718894426,0.093356,0.097264,0.928198,0.099822,0.098019,1.028599,0.107907,0.100312,1.13953,0.100592,0.100567,1.240827,0.088752,0.100517,1.341582,0.081574,0.102725,1.482338,0.106452,0.109598,1.583525,0.090673,0.072453,1.421542,0.063846,-0.06187,1.442855,0.060013,-0.32157,1.576204,-0.02229,-0.528616,1.666033,0.079744,0.131043,1.420064,0.001782,0.241386,1.451094,-0.050839,0.484528,1.603907,-0.14813,0.661972,1.733366,0.103938,0.015923,0.928004,0.061299,0.002404,0.502226,0.025059,-0.007073,0.085848,0.180043,0.015914,0.020127,0.082757,0.178604,0.928147,0.037583,0.167247,0.502562,0.006739,0.157206,0.085757,0.160589,0.179294,0.017129
2531,1575718894431,0.093439,0.097308,0.928203,0.09988,0.09806,1.028606,0.107987,0.100353,1.139535,0.100712,0.100613,1.240835,0.088931,0.100572,1.341597,0.081858,0.102792,1.482358,0.106797,0.109668,1.58353,0.090901,0.072512,1.421567,0.063899,-0.061766,1.442946,0.059583,-0.32121,1.576776,-0.023023,-0.527911,1.667123,0.079998,0.131107,1.420094,0.002059,0.241447,1.451192,-0.050494,0.484182,1.604675,-0.147742,0.661227,1.73471,0.104021,0.015967,0.928009,0.061399,0.002431,0.50223,0.025063,-0.007065,0.085861,0.180042,0.015928,0.020129,0.08284,0.178648,0.928152,0.037622,0.167263,0.502572,0.006764,0.157199,0.085768,0.160597,0.179276,0.017099
2532,1575718894435,0.093517,0.097351,0.92821,0.099933,0.0981,1.028614,0.108065,0.100394,1.139542,0.100833,0.100661,1.240845,0.089117,0.100631,1.341614,0.082155,0.102865,1.48238,0.107159,0.109744,1.583535,0.091136,0.072576,1.421594,0.063969,-0.061658,1.443044,0.059137,-0.320857,1.577329,-0.023751,-0.527211,1.668208,0.08026,0.131176,1.420125,0.002346,0.241516,1.451286,-0.050149,0.483842,1.605435,-0.147346,0.660485,1.736053,0.104098,0.01601,0.928015,0.061495,0.002457,0.502235,0.025068,-0.007058,0.085874,0.18004,0.015943,0.020132,0.082918,0.178692,0.928159,0.037659,0.16728,0.502583,0.00679,0.157191,0.085781,0.160605,0.17926,0.017067
2533,1575718894439,0.093588,0.097394,0.928218,0.09998,0.098139,1.028624,0.108141,0.100434,1.139549,0.100956,0.100709,1.240855,0.089309,0.100693,1.341632,0.082468,0.102946,1.482404,0.10754,0.109828,1.583542,0.091379,0.072646,1.421623,0.064057,-0.061544,1.44315,0.058673,-0.320511,1.577861,-0.02447,-0.526519,1.669286,0.080531,0.131252,1.420157,0.002644,0.241595,1.451375,-0.049804,0.483511,1.606183,-0.146939,0.659746,1.737392,0.104167,0.016052,0.928023,0.061585,0.002483,0.502241,0.025072,-0.007051,0.085888,0.180039,0.015958,0.020135,0.082991,0.178734,0.928167,0.037695,0.1673,0.502596,0.006817,0.157183,0.085795,0.160611,0.179248,0.017034
2534,1575718894443,0.093655,0.097436,0.928227,0.100023,0.098177,1.028634,0.108215,0.100474,1.139557,0.101082,0.100759,1.240867,0.089509,0.100758,1.341652,0.082797,0.103031,1.48243,0.107939,0.109915,1.583549,0.091629,0.07272,1.421654,0.064162,-0.061427,1.443269,0.058209,-0.320157,1.578411,-0.025203,-0.52582,1.670371,0.080812,0.131332,1.42019,0.002949,0.241678,1.45146,-0.049448,0.483169,1.606945,-0.146523,0.658996,1.738745,0.104231,0.016095,0.928031,0.061668,0.002506,0.502247,0.025075,-0.007046,0.085901,0.180037,0.015973,0.020139,0.08306,0.178777,0.928177,0.037725,0.167323,0.50261,0.006845,0.157174,0.08581,0.160617,0.17924,0.016999
2535,1575718894447,0.093717,0.097481,0.928236,0.100063,0.098216,1.028645,0.108289,0.100515,1.139565,0.101211,0.100809,1.240879,0.089716,0.100824,1.341673,0.083139,0.103117,1.482456,0.108356,0.110003,1.583557,0.091887,0.072796,1.421685,0.064282,-0.061307,1.443401,0.057758,-0.319784,1.579007,-0.025964,-0.525099,1.671475,0.081103,0.131414,1.420224,0.003262,0.241762,1.451542,-0.049074,0.482804,1.607739,-0.146101,0.658222,1.740121,0.104291,0.016139,0.928038,0.061744,0.002528,0.502253,0.025077,-0.00704,0.085914,0.180035,0.015988,0.020146,0.083126,0.178822,0.928187,0.037746,0.16735,0.502626,0.006874,0.157164,0.085825,0.160622,0.179234,0.016962
2536,1575718894451,0.093777,0.097527,0.928246,0.100099,0.098256,1.028656,0.108363,0.100556,1.139574,0.101343,0.10086,1.240891,0.08993,0.100891,1.341695,0.083496,0.103206,1.482485,0.10879,0.110093,1.583566,0.092151,0.072873,1.421717,0.064415,-0.061184,1.443545,0.057312,-0.3194,1.579631,-0.026745,-0.524364,1.672591,0.081403,0.131498,1.420259,0.003581,0.241848,1.451623,-0.048687,0.482426,1.608552,-0.145672,0.657431,1.741515,0.104347,0.016185,0.928046,0.061815,0.002548,0.50226,0.025078,-0.007035,0.085927,0.180032,0.016003,0.020155,0.083189,0.178868,0.928199,0.037761,0.167379,0.502643,0.006905,0.157154,0.085842,0.160626,0.179232,0.016922
2537,1575718894455,0.093831,0.097573,0.928256,0.100132,0.098296,1.028668,0.108434,0.100597,1.139583,0.101476,0.100912,1.240905,0.090149,0.100961,1.341718,0.083864,0.103298,1.482514,0.109238,0.110185,1.583576,0.092422,0.072954,1.42175,0.06456,-0.061059,1.443698,0.056864,-0.319011,1.580262,-0.027538,-0.523622,1.673712,0.081711,0.131586,1.420296,0.003909,0.241938,1.451701,-0.048293,0.482042,1.609371,-0.145238,0.656631,1.742917,0.104398,0.016231,0.928054,0.061882,0.002568,0.502267,0.025078,-0.007031,0.08594,0.180029,0.016018,0.020165,0.083248,0.178915,0.928212,0.037771,0.167411,0.502661,0.006937,0.157143,0.085859,0.16063,0.179232,0.016881
2538,1575718894460,0.093882,0.097619,0.928268,0.100159,0.098336,1.028681,0.108504,0.100638,1.139593,0.10161,0.100965,1.240919,0.090374,0.101032,1.341743,0.084244,0.103395,1.482546,0.109699,0.110283,1.583587,0.092699,0.073038,1.421786,0.064717,-0.060929,1.443856,0.056406,-0.318626,1.58088,-0.028332,-0.522879,1.67483,0.082027,0.131678,1.420335,0.004246,0.242035,1.451777,-0.047899,0.481661,1.610186,-0.1448,0.655829,1.74432,0.104443,0.016276,0.928063,0.061947,0.002587,0.502275,0.025078,-0.007026,0.085954,0.180027,0.016034,0.020176,0.083303,0.178961,0.928226,0.037779,0.167443,0.50268,0.00697,0.157131,0.085878,0.160634,0.179233,0.016839
2539,1575718894464,0.093927,0.097664,0.928281,0.100182,0.098374,1.028696,0.108571,0.100679,1.139604,0.101744,0.101018,1.240935,0.090602,0.101107,1.341769,0.084634,0.103498,1.482579,0.110174,0.110386,1.5836,0.092982,0.073126,1.421824,0.064884,-0.060796,1.444017,0.05593,-0.318251,1.581467,-0.029119,-0.522144,1.675938,0.08235,0.131774,1.420375,0.004592,0.242139,1.451851,-0.047511,0.481293,1.610983,-0.144357,0.655033,1.745716,0.104484,0.016321,0.928073,0.062011,0.002606,0.502283,0.025079,-0.007023,0.085969,0.180024,0.01605,0.020186,0.083354,0.179007,0.928242,0.037788,0.167475,0.502701,0.007003,0.15712,0.085897,0.160637,0.179236,0.016797
2540,1575718894468,0.093967,0.097708,0.928296,0.1002,0.098411,1.028713,0.108634,0.100719,1.139617,0.101877,0.101073,1.240953,0.090833,0.101185,1.341798,0.085033,0.103607,1.482615,0.110659,0.110497,1.583613,0.093271,0.07322,1.421865,0.065061,-0.060659,1.444178,0.055429,-0.317895,1.582001,-0.029889,-0.521422,1.67703,0.082677,0.131875,1.420417,0.004949,0.242252,1.451923,-0.047134,0.480947,1.61175,-0.143911,0.65425,1.747098,0.104518,0.016363,0.928086,0.062075,0.002625,0.502293,0.025081,-0.00702,0.085984,0.180021,0.016067,0.020195,0.083401,0.179051,0.928259,0.037798,0.167505,0.502722,0.007036,0.157107,0.085917,0.16064,0.179241,0.016755
2541,1575718894472,0.094002,0.097749,0.928313,0.100211,0.098445,1.028731,0.108693,0.100759,1.139632,0.102009,0.10113,1.240972,0.091066,0.101266,1.341829,0.085441,0.103724,1.482652,0.111154,0.110618,1.583628,0.093566,0.07332,1.421909,0.065246,-0.060517,1.444337,0.054894,-0.317565,1.582463,-0.030633,-0.520722,1.678099,0.08301,0.131982,1.420461,0.005317,0.242377,1.451992,-0.046775,0.480631,1.612474,-0.143462,0.653488,1.748458,0.104546,0.016404,0.9281,0.062143,0.002646,0.502305,0.025085,-0.007018,0.086001,0.180019,0.016084,0.020203,0.083443,0.179092,0.928278,0.037813,0.167534,0.502744,0.007069,0.157095,0.085939,0.160642,0.179246,0.016714
2542,1575718894476,0.094031,0.097786,0.928333,0.100216,0.098477,1.028752,0.108747,0.100798,1.139649,0.102138,0.101187,1.240994,0.091301,0.101351,1.341862,0.085855,0.103849,1.482691,0.111657,0.110749,1.583644,0.093865,0.073426,1.421957,0.065439,-0.060371,1.44449,0.054317,-0.317267,1.582834,-0.031342,-0.52005,1.679136,0.083345,0.132095,1.420508,0.005696,0.242515,1.452059,-0.04644,0.480354,1.613144,-0.14301,0.652754,1.749788,0.104568,0.01644,0.928118,0.062213,0.002668,0.502317,0.025092,-0.007017,0.08602,0.180017,0.016102,0.020208,0.08348,0.179131,0.928299,0.037834,0.167559,0.502766,0.007101,0.157082,0.085962,0.160644,0.179251,0.016675
